,Basin_1,Basin_2,Basin_3,Basin_4,Basin_5
2000-01-31,18.002234948692323,0.6751663503316097,33.568533845156715,7.994696856356057,15.537331518962617
2000-02-29,25.491419812352774,14.519762668071273,19.161691330257263,31.108143988552357,30.245699031492666
2000-03-31,24.49526354550422,21.046807593007912,9.661535437609285,37.12963099361171,26.460413041203207
2000-04-30,26.694793741877994,3.0671606006588212,18.62107808539549,16.46824195381977,7.375426139084466
2000-05-31,5.859960325451213,23.9947617298935,17.62483474311719,18.842071850193296,20.110245078667877
2000-06-30,24.262534306427025,26.63543383439304,24.363034904744215,0.007003750973012949,28.016588323211646
2000-07-31,24.54028649821644,20.292369084813476,28.473410309521608,14.44953855697277,0.06109383471886563
2000-08-31,0.4314904761099848,34.85637716398552,18.4069399449939,13.559744853636191,5.007155932456028
2000-09-30,19.641626118249036,18.105891085782524,10.34871189389441,11.096185086395622,20.48615321499349
2000-10-31,13.951603490394032,22.268100267950366,36.35537241087483,14.707319976420997,3.2037380265248685
2000-11-30,30.14656114481586,23.991088497737632,12.381154126363798,23.635891575385614,14.934267276280044
2000-12-31,11.319501645614665,8.69334903127499,21.325457674329407,17.400954737414242,8.904216709845818
2001-01-31,21.18306745338281,33.92995288598578,22.698335327690597,8.395596865184848,8.989338237138464
2001-02-28,8.338518579144454,28.9129561568597,26.623539862435845,19.070801681957764,21.944357826021434
2001-03-31,33.012812647573455,17.103059897161735,26.695154994564916,15.395445072553906,34.7743585406492
2001-04-30,2.9114933296849506,27.896035722308383,23.711026046053064,3.6465013542258875,17.748565118509635
2001-05-31,17.973527902530325,8.54439477133835,21.110579607118037,6.867648618738235,20.961575936113583
2001-06-30,10.303089775718854,15.982356741236853,0.010460759449078587,19.496541912061048,31.45379171121563
2001-07-31,18.179563237807436,4.592676758759102,12.851105187483792,8.641916901133268,18.82528306390236
2001-08-31,24.843061918916426,11.09593616919709,28.888736596315436,16.059228788037178,9.947911668068272
2001-09-30,22.5202156495865,16.55890039965586,3.172297077986918,2.074193727090461,6.3789778826565335
2001-10-31,18.33743612392169,7.445069776534967,3.2853883397783537,6.985889483246395,1.9770548392939324
2001-11-30,12.323420732211478,14.610414659901515,16.53568425519836,3.470442199140101,3.116059860916703
2001-12-31,31.690774479424476,8.988287365590551,19.406932783283487,4.772913143473262,33.945018784891396
2002-01-31,0.6066528926012779,28.918094884849392,15.5304183728838,19.56258453950337,26.45811603507713
2002-02-28,15.616071671168068,24.298337660668796,28.940778502579143,1.0203339722049798,11.39014312532087
2002-03-31,22.64861282419372,0.8236179604656162,14.94494481828694,13.946033794241274,27.742628058057246
2002-04-30,22.92958912646145,32.187503426906524,17.129071914999024,23.808397910091735,12.88386885323155
2002-05-31,32.37261890916059,14.946229076430177,23.41280502083739,19.682126198200947,27.66795214270358
2002-06-30,0.5809861101449991,3.6427915535822666,35.52814026203547,24.121649276120298,14.076150867594722
2002-07-31,30.32800773675778,33.515895270100266,11.760368623157113,6.55340812673397,11.221684286245655
2002-08-31,12.20992511241428,13.741888050279789,3.5455374580372445,9.79293280583579,14.944670265352228
2002-09-30,9.741730795549975,27.058891259108446,21.239818035675427,20.093394942953868,19.82145584788945
2002-10-31,0.8674563635481973,32.86410766844592,17.92679670255889,2.063496667024768,22.109528807454286
2002-11-30,27.185841832028416,20.67005575257386,11.391146083415675,8.734148070501526,2.868581003796823
2002-12-31,1.099905287662702,15.381937925515478,4.6867062627715645,7.81112091767261,24.149977342708336
2003-01-31,10.990673150772732,19.94873920952439,22.030344093897874,11.077753014608518,7.29212212989341
2003-02-28,10.888936991269276,13.551369720933254,23.348356414674697,11.490809904380441,14.25159132838145
2003-03-31,16.53971558716213,19.528860049201004,29.33496507471412,15.21339035707954,6.186415729217542
2003-04-30,30.957732286461624,30.637985491131914,25.444726248014398,10.34092556369691,7.343780555208614
2003-05-31,9.072763252512576,18.320255934976615,27.011990057075597,24.094335865644172,34.484129690854154
2003-06-30,10.45192299975396,22.00847656048338,23.160300506000116,24.96870840081991,11.960058963405388
2003-07-31,2.806537734887446,30.5541435740588,22.003543472796927,18.095879425248565,36.56816992776181
2003-08-31,20.157313800725465,36.907580995009326,32.60653175022236,13.57921514497681,11.498948507724316
2003-09-30,19.91989858378284,16.46863126969669,19.57824994299534,4.864195161498361,13.060044923141099
2003-10-31,14.851223626659744,1.8610072834921094,16.205070024149784,7.901440265396952,35.290314716196406
2003-11-30,21.548063266538463,14.36298216682324,25.57279972321917,15.031655622038905,27.289291470827663
2003-12-31,29.299944510826297,30.330588656234728,22.73441228194723,32.49624100084089,8.201002022388693
2004-01-31,16.085049125584636,24.229838108416548,14.224887705316588,7.402858272078548,7.567515306451373
2004-02-29,27.65244469787926,5.151013168642299,22.46650919368944,26.901843415111014,27.986345702212084
2004-03-31,5.539883036399095,3.4581914807438907,19.386694400804473,19.823968404597,10.47309368060383
2004-04-30,21.2307148098957,0.3204634678633853,31.61286174594884,20.09772026169885,11.033687997159824
2004-05-31,24.287673828011428,12.009319863744533,11.341527183811793,25.93861937653253,22.042713901710343
2004-06-30,30.792996312613873,24.095775765695628,0.7107554474298596,19.09817471204829,19.144351644666887
2004-07-31,14.572630801886838,29.18003103793156,15.603529071343312,12.44289701943249,20.058091420540666
2004-08-31,0.21865271212578244,0.3088863430678625,20.77357944596756,27.075864243422828,19.404235084111196
2004-09-30,6.130138889901506,26.968229832537745,18.52612607489656,5.822444232105349,9.10872467527463
2004-10-31,32.28941110239021,25.868769013254543,13.696778412199768,12.118737038181596,29.540450231230263
2004-11-30,14.26806905077749,10.082093426954756,7.1782904579262645,20.005194639422964,0.8230551207100602
2004-12-31,3.7035352583379457,1.8833439835434702,16.516323422569094,17.14870929057372,26.34036703097787
2005-01-31,18.66217038826609,5.2016610723553445,28.895023236655103,12.039749736535386,14.19061575832343
2005-02-28,17.19417465241223,22.262795841598457,16.92629588938352,8.540960624563539,29.747192482606895
2005-03-31,19.965843204886347,20.365398960377323,15.113556661729,21.757649845596045,17.206817718182442
2005-04-30,32.10395168402084,22.081545823713782,23.36266346784092,3.9509399447990172,14.073145548190578
2005-05-31,16.93894448791492,14.889975383657514,22.303076908478317,26.736846707606585,11.63340614006652
2005-06-30,22.37832200581372,10.007310135607767,3.5985341253428533,2.811561426918056,18.01721166223874
2005-07-31,24.70674650422146,30.67244975433395,15.926693346385958,17.336955106992587,3.408174721658288
2005-08-31,19.40016452089643,11.0618286876738,12.001797442516683,34.27912838107438,4.544389440688377
2005-09-30,23.468971947705004,23.923611754693493,19.734440714131487,5.968237182919965,24.431978517929064
2005-10-31,24.143998940037736,18.749547554222573,4.991232619852931,27.925106519451983,13.850034102249284
2005-11-30,22.40555791754027,13.857479375057492,6.634746132624259,3.5192678966174475,20.071814162162205
2005-12-31,0.9175849121094918,30.198131754202368,2.713534457211698,15.186798828610693,20.076306223919286
2006-01-31,17.88758963743466,19.86001542858952,15.083315314133017,12.612987593676964,19.511748420205198
2006-02-28,25.702136379721402,8.689405795084442,10.745392769822235,8.160427741135413,11.183116836847953
2006-03-31,11.876261068703181,18.32814327230053,5.278243376382022,14.59090146657709,17.19962915293045
2006-04-30,28.09913043319482,29.84922814542265,18.975933924036166,32.623755552654195,33.03630920793034
2006-05-31,2.75012994150347,20.394739146562273,17.335514521910696,6.057090359729375,24.132501562188132
2006-06-30,19.298219184380315,26.693756295799624,15.055558030860807,12.463636759224263,6.70045281599933
2006-07-31,4.375243755469997,11.762791378780808,29.50327760111408,24.035581042390838,25.08007010622913
2006-08-31,32.88218855166476,18.39294115642172,18.772619775454046,20.997466311855767,27.448162786917937
2006-09-30,19.493111597925402,25.358672262675697,18.403811316232886,22.510767594703683,29.94672858168003
2006-10-31,16.660208434983307,1.2905423849123356,23.217679105346008,13.016151590759353,19.115787652124034
2006-11-30,8.707935914486125,0.8628876662496839,35.906685957879546,19.18887058299241,24.656640782085184
2006-12-31,17.54249841194069,23.218436577130955,16.046216105870176,29.73171738102244,19.195176747534138
2007-01-31,13.92915030781758,15.955255401232277,16.50957991737851,24.95579151274596,19.13914401740609
2007-02-28,35.526167159290495,25.65834207666096,32.06721337728301,15.042610432381492,9.345712656558705
2007-03-31,15.66452316366419,31.629766016845434,24.74984014414115,22.712644721666443,7.385069018306555
2007-04-30,7.710116960963228,16.866650578046276,8.660731181129833,13.667432257052258,3.942470531968632
2007-05-31,23.666697739421632,17.429461992347218,25.585051024791756,29.604552887332996,13.579178170386651
2007-06-30,18.982896701019182,1.9771737755184824,22.220467938743553,2.303222476301389,26.3905255755874
2007-07-31,2.8011277087933633,24.861377602592224,27.12509362208983,20.369071317318923,25.288431288688955
2007-08-31,14.375056628415606,23.08016122419659,17.312293939764384,1.8785744841295813,17.15047677726926
2007-09-30,24.258399900914213,24.32979812583516,6.125482949446655,2.667808396931128,3.487440482245621
2007-10-31,22.651536105231063,13.723333910276045,8.549921333150138,23.596741225764468,36.867865790094825
2007-11-30,16.46799951977871,30.066330363829824,16.280030514831935,2.936763789761441,18.94540614519631
2007-12-31,19.23045849951175,19.268636316546747,26.970904811581267,29.907784104058155,21.281917756481622
2008-01-31,29.631536629496157,12.918413063183564,7.37773496082571,24.103716449696172,29.932461168564075
2008-02-29,19.712404680103326,7.3749490293593505,21.312071909196987,12.182197654996877,11.06294928091295
2008-03-31,12.162549484531212,16.004174999550422,26.85476784369934,22.73091861034755,21.075179682028445
2008-04-30,30.410118982352436,14.881573266095776,9.517222451848335,25.870611717348172,14.523097639365957
2008-05-31,9.422691144816996,8.205800531888405,11.896808088077805,28.05513012753742,31.291217986546876
2008-06-30,0.22504958155376786,10.736397874216742,24.01849123132034,1.332972870955053,12.324526561906257
2008-07-31,26.548154129157844,26.38855999333092,6.537761217410921,25.35826054502327,23.337297136577224
2008-08-31,15.235592648413512,10.585742160999935,17.630390136388197,27.36042771334176,18.82937895752507
2008-09-30,4.800987886625321,0.3468708461259274,7.921546685228858,13.295418022965945,8.024899294647527
2008-10-31,28.14151786632981,19.876938023504305,0.9805227313085951,14.654581885406433,30.396376679514272
2008-11-30,23.27130296100704,12.962355871677559,33.979597857593134,23.06224351197409,25.623167025614592
2008-12-31,25.415916011290715,5.875228208659458,3.3190142717499835,15.66401524806,1.9307323680147461
2009-01-31,6.040516377170663,19.32965837267068,13.258857272220927,15.85428943025836,30.360328103239706
2009-02-28,13.048627156299583,15.781326123217035,25.288600790454648,26.80868919106117,21.351359385935275
2009-03-31,17.205427711673913,5.257343158913221,28.409891512585293,25.722597740991198,16.42538195557433
2009-04-30,10.703986398525483,20.83083012953671,13.397233388358035,13.907710279860021,6.0419428116252485
2009-05-31,13.467509003954868,2.104326437639061,18.733812004999155,29.346296021457608,11.470839998989371
2009-06-30,6.334942153443697,10.928502873943952,21.816921070331457,27.69511492361385,30.78853158761527
2009-07-31,11.419101763608209,16.816986570815057,23.472373605437966,21.228886709532958,10.897007045394654
2009-08-31,0.5143874878841423,19.290249309658115,26.090864519537718,9.46795682966723,28.26604656522876
2009-09-30,14.073149258412801,23.055235562192635,25.323489679062806,8.331559597658748,33.59922761560229
2009-10-31,25.304911336126295,3.7526293372607524,0.2765322333491986,12.095357400365009,12.583052556044684
2009-11-30,11.226763478096593,16.734542289613437,23.801001221854204,18.015403924549368,15.565010070496989
2009-12-31,17.97542330405557,12.621972596937942,22.614202545636317,28.30961565977719,19.08965499816966
