,Basin_1,Basin_2,Basin_3,Basin_4,Basin_5
2000-01-31,1.9067921345303218,1.933327789069481,2.1043249173136527,2.0024188445527003,2.0726939634867803
2000-02-29,1.979461527198737,2.041067854668901,2.0797869355462555,1.976347176080185,2.007050254804242
2000-03-31,1.9208090743453037,2.135461044528549,2.1114418608461576,2.0187950719178986,1.984778661934215
2000-04-30,1.9715483401519347,2.077341444693717,2.1072975044893885,1.9723091260875498,2.16715894388277
2000-05-31,1.9023277747547087,2.016993606155471,2.133096575717613,1.9600413164632937,2.1481416466574226
2000-06-30,1.9774958836345125,2.1154758591656466,2.1525661382638885,1.9705665701970803,2.0604785925125118
2000-07-31,1.9851215968272242,2.1261512215794647,2.1064267831380685,1.9719000169614673,2.1882164837032585
2000-08-31,1.918481704395144,2.001683901215724,2.163384583723977,1.9956983237747488,2.209659703576585
2000-09-30,1.9946839130329388,2.0169183812497944,2.0829318942825354,2.0176681427291077,2.03659010474785
2000-10-31,1.922068005254718,2.0367128462801096,2.101184434282797,1.9439677654144831,2.0642031242864185
2000-11-30,1.9225514924821807,2.0575609847992324,2.122274049904633,1.995271328869454,2.1204758473365675
2000-12-31,1.9749321383001281,2.1096553960682467,2.0727508133943466,1.9621993977735885,2.1757480838496175
2001-01-31,1.944268351408079,1.9595881313604895,2.0598381446332983,1.9911817106420207,2.2365690362780435
2001-02-28,1.9201085732934176,2.0746020812231842,2.068642062447601,1.9638249636006175,2.1759116349117225
2001-03-31,1.9598210827959164,2.063113265186413,2.158694177315464,1.9693857039063773,2.078205350638932
2001-04-30,1.935486300403365,2.0380540428989358,2.136382121276606,1.9978182770441912,1.9872230298882714
2001-05-31,2.0066796882514937,1.9315456288214434,2.163111225993917,1.9487941585478097,2.1504839427847005
2001-06-30,1.9014297123626815,1.9084317787242682,2.1417068404248925,1.9555319408427043,2.026863995920441
2001-07-31,1.9083870585195428,1.9660172733170036,2.149482770475858,1.9976201891280052,2.0171974413592824
2001-08-31,1.9919682680334068,2.032916159470463,2.08660024714943,2.018233936243463,2.1380568473938557
2001-09-30,1.9487410463185162,1.985805273249248,2.120063672936956,1.9394376288557964,2.18788099811205
2001-10-31,1.9082881105025782,2.1107635060362075,2.0570234041119044,1.9799009032889194,2.072080341543962
2001-11-30,1.9827153036847325,2.0132719499282445,2.07222028628334,2.010497955131035,2.190854150051596
2001-12-31,1.9098695936386645,2.03333811068018,2.0657490573731536,1.98789679951107,2.1692848035509322
2002-01-31,1.9140952611132185,2.0924163578553334,2.1404343688313814,1.9610559029199095,1.9726063153193056
2002-02-28,1.975848521330813,2.077035387621194,2.1174196549320756,1.9888675926286048,2.093193557771772
2002-03-31,1.9338885621647728,2.1365607889776004,2.133830427051204,1.958305560624685,2.1862724452892808
2002-04-30,1.9495763382167024,2.0847268147995863,2.0570699353553294,1.9695735505225163,2.2200144380553817
2002-05-31,1.9347800922607843,1.9194795816620864,2.1441951132254014,1.9440944837355512,2.1156304055473902
2002-06-30,1.93517697721671,1.9098541776443714,2.0718971219185023,1.961978068883086,2.029515803464357
2002-07-31,1.9404351018378927,2.039399865096198,2.0981086405693237,1.9974034542044847,2.0963656661654593
2002-08-31,1.955242779672167,2.0867464439830723,2.16592234954772,2.0050543495613162,2.147556471015175
2002-09-30,1.9140775327290007,2.1095404602021732,2.0943745081240794,1.9743325007245707,1.9941784107350047
2002-10-31,1.9947916575119289,2.093834994842539,2.0924939864166796,1.9701892827609548,2.176809699702019
2002-11-30,1.9290796693061363,1.9173709756021082,2.120830127032699,1.989017433856714,2.218502121189952
2002-12-31,1.9123444312283258,2.123164310318484,2.1339185265857656,1.9783032699523597,2.1979816052588412
2003-01-31,2.007671057649746,1.9221751144517745,2.058203920632036,1.9840778608146241,2.0837791030091717
2003-02-28,1.9338685061413505,2.076181329186628,2.1151761567366703,1.94799131365896,2.0355001822306886
2003-03-31,1.9817131698820123,2.1194481005582615,2.145323762563868,2.003070956451409,2.2230095552707563
2003-04-30,1.9724479395688617,1.979992771794039,2.086276004202758,1.9879701653598,2.1923781829054483
2003-05-31,1.9809942441522914,2.109531655434898,2.145875686866467,2.0047253452441924,2.225393957934762
2003-06-30,1.9654192858393367,2.0831444631143894,2.0721764897724175,1.9403043593952236,2.2466100759592473
2003-07-31,1.9954063391568249,2.081158194968647,2.143678014652862,1.9524680696960228,2.0727205248937217
2003-08-31,1.9537719814844612,2.05171147982568,2.152449601327549,2.0076786172876426,1.9709266437225776
2003-09-30,1.9289540594560342,1.9406600700132755,2.115927682629926,2.016760552570249,2.238791371693953
2003-10-31,1.9706141672361013,2.009884233086246,2.1630354931675897,2.018498851936035,2.1635979504840948
2003-11-30,1.951754195996571,2.130251947712889,2.156486717322632,2.012946483464796,2.1124099791211695
2003-12-31,1.920669841773586,2.126651619612646,2.0600022717154562,2.009695416913956,2.114164681947175
2004-01-31,1.97863481014367,1.9971991994966858,2.159262127277182,2.007094428655191,1.9931972002848126
2004-02-29,1.9030548869100286,2.011571674451933,2.058836201005318,2.0190646252769815,2.0536513161556544
2004-03-31,2.008303821420969,1.9972061472138245,2.1632781477887,1.9450793151813277,2.184378124313761
2004-04-30,1.931355789127647,2.0574016730403417,2.113705288147383,1.9705883211771136,2.1060485770525936
2004-05-31,1.9040270300405877,1.9813343090967344,2.097079341129147,1.9801497226267697,2.2165726274231417
2004-06-30,1.9509334032384882,2.112534561018499,2.1301567332508973,1.9734578518584454,2.144928103800641
2004-07-31,1.9467127655532797,2.08411156934638,2.062403648819307,1.9584214701989435,2.072606559080262
2004-08-31,1.923677750490852,2.095445108670045,2.0791574697706126,1.9963459768061174,1.9729781176592058
2004-09-30,1.9719882216704034,2.058700915335668,2.0776138560350743,1.953432625198287,2.1121537558890724
2004-10-31,2.0061654738343413,2.0402935593553866,2.1427411809252233,1.9796050769138038,2.041560532122926
2004-11-30,1.9798338822306247,2.11479550646406,2.1589327540132195,2.0149101502183155,2.052830219682235
2004-12-31,1.9289909571068622,1.9895335254662687,2.0621452873024357,1.940548855593053,2.2315050511068724
2005-01-31,1.9560158329602002,2.0214135505659634,2.14872232017476,1.9896796597168769,2.234301948281297
2005-02-28,1.9594156741657398,2.1338625717978155,2.1535716522959683,1.9621391913064918,2.1271818527954265
2005-03-31,2.0106175385146963,2.130654153198612,2.090148100352733,1.9926858999362431,2.0084518615991316
2005-04-30,1.9636234015039755,2.023231324440195,2.062504368663356,1.946206794720768,2.084653731058884
2005-05-31,1.9754850261760055,2.00315000054589,2.162694599652058,1.943037641389983,2.235275552015164
2005-06-30,1.9288136733724475,2.0351584739138993,2.0919238486197065,1.9944966074562531,2.079066438713265
2005-07-31,1.9169467083401255,1.9318945681504447,2.117404295038004,1.9360207506816975,2.164864254971065
2005-08-31,1.9987783354660953,2.0619687443273156,2.146985066584338,1.9519865649117492,2.211326041261275
2005-09-30,1.959843429024216,1.9543465030812353,2.138602053149837,1.9877622838566327,2.071291730973731
2005-10-31,1.9226176510599615,1.9361362559349375,2.091721272709696,1.9849957902009234,2.090098030172631
2005-11-30,1.9092436720766104,2.0694503031615725,2.1318521250908478,2.006052893287288,2.0674096294972975
2005-12-31,2.0123685831156033,2.064012641710652,2.153929982503792,1.9947985826707175,2.212176057708453
2006-01-31,1.928535270410955,2.10074776135834,2.0604925667248652,2.021341108195962,2.2137602539288146
2006-02-28,1.9414971787283277,1.9782385071420208,2.0808252437578103,1.995856680211089,2.207836597879913
2006-03-31,1.981293813006253,2.0020392437256818,2.147864085397239,1.9400205650988938,2.0363063354198863
2006-04-30,1.9029819072018423,2.0568335763947285,2.098184039463167,1.9824168756377787,2.068369222949384
2006-05-31,1.9093329718988088,2.128273513472375,2.1196184525096897,1.9914519135498983,2.251887970057498
2006-06-30,1.9277625272395436,2.070783973392423,2.112624231993601,2.004906133529562,2.1539750403913707
2006-07-31,1.9610955420017477,2.0096484087484874,2.0785918364791938,1.9683105551305016,2.009823570160309
2006-08-31,1.9943874975091964,2.0026492484040705,2.1180976876412188,1.978774906136689,2.013904692075484
